series_id,Cs,cover_m,cover_mm,D28,m_aging,C_th,t_init_idx,t_init_year,onset_observed
81,1.6241659921849971,0.07732875171107409,77.32875171107409,6.0728333012152765e-12,0.30297791778675015,0.2534667142459677,689.0,52.818617385352496,True
82,0.6421908800986256,0.04844621545005235,48.44621545005235,4.096915004243317e-12,0.35714995748869627,0.27620782099070024,,,False
83,0.2441771181580484,0.0806003175375227,80.6003175375227,7.746018489759014e-12,0.34062842454722186,0.38040331160468643,,,False
84,0.5039770008726363,0.0901870379671541,90.18703796715411,5.8132874974368936e-12,0.3397904786823199,0.264686058344209,,,False
85,0.8611988457694789,0.05866859650445663,58.66859650445663,8.133338773318238e-12,0.2346489549391883,0.25261782695184554,256.0,19.6249144421629,True
86,1.3588878830022786,0.10841289134880411,108.41289134880411,6.56520398283318e-12,0.22584491355975791,0.19106808271876669,710.0,54.42847364818618,True
87,1.0291257368153597,0.05516556615422542,55.165566154225424,8.664362405923702e-12,0.318888904660572,0.10509865725330055,115.0,8.815879534565367,True
88,0.3004170357445359,0.08433499020434033,84.33499020434033,4.252755369232668e-12,0.4319004422359558,0.3465822133014602,,,False
89,1.1545522714836083,0.0697001779013289,69.7001779013289,7.103977342982006e-12,0.3095396850365969,0.47557332878936553,,,False
90,0.6263419394698825,0.07758081101993441,77.58081101993442,7.706950374873506e-12,0.3925492548481585,0.4133680240067258,,,False
91,1.2198330426701365,0.04673019959588143,46.73019959588143,3.61658383923023e-12,0.3444427050729971,0.2596253203578078,739.0,56.65160848733744,True
92,1.185019622845389,0.06448847177580833,64.48847177580832,6.2903164288060246e-12,0.34078904248070396,0.12607003323732777,349.0,26.754277891854894,True
93,1.244329376279381,0.044703301682888906,44.703301682888906,7.96724715970092e-12,0.39963246293840987,0.44319425673393364,,,False
94,0.32233477608198347,0.08587344254252623,85.87344254252622,5.569594878284412e-12,0.31750155007596637,0.18310587588570115,,,False
95,0.7988327463098659,0.0735585766723774,73.5585766723774,5.0599099508957715e-12,0.22065871400111675,0.2990496666057939,,,False
96,1.4681544792260928,0.079109250792153,79.109250792153,4.3855369718716895e-12,0.44351272839718087,0.23934038790475864,,,False
97,0.2655488186051541,0.060336403904968514,60.33640390496851,4.478182781064263e-12,0.23318540809158492,0.14619619908822462,,,False
98,0.5182547143177466,0.09948437816007076,99.48437816007076,5.098091130872276e-12,0.3208322598137396,0.2656412829568988,,,False
99,1.6118881472090063,0.05651398240731745,56.51398240731745,7.839668318834214e-12,0.4077045265787827,0.20037748691425294,356.0,27.290896646132786,True
100,1.1427920712221076,0.08800167618756662,88.00167618756662,5.537403243731502e-12,0.32107120840797937,0.3677643466066607,,,False
101,0.9821723845607644,0.04196914270322029,41.969142703220285,4.414279259650582e-12,0.3598029651626797,0.18223930956554046,353.0,27.06091718001369,True
